Number,Corpus ,Noun
29791,ICE-HK,COCs
29792,ICE-HK,Government
29793,ICE-HK,account
29794,ICE-HK,linking
29795,ICE-HK,process
29796,ICE-HK,COCs
29797,ICE-HK,redundancy
29798,ICE-HK,process
29799,ICE-HK,case
29800,ICE-HK,Government
29801,ICE-HK,move
29802,ICE-HK,interpretation
29803,ICE-HK,idea
29804,ICE-HK,competitiveness
29805,ICE-HK,way
29806,ICE-HK,Government
29807,ICE-HK,approach
29808,ICE-HK,environment
29809,ICE-HK,infrastructure
29810,ICE-HK,market
29811,ICE-HK,service
29812,ICE-HK,sector
29813,ICE-HK,manufacturing
29814,ICE-HK,sector
29815,ICE-HK,dependency
29816,ICE-HK,efficiency
29817,ICE-HK,resources
29818,ICE-HK,development
29819,ICE-HK,capital
29820,ICE-HK,pool
29821,ICE-HK,capital
29822,ICE-HK,investments
29823,ICE-HK,sector
29824,ICE-HK,alternative
29825,ICE-HK,strategy
29826,ICE-HK,growth
29827,ICE-HK,strategy
29828,ICE-HK,industries
29829,ICE-HK,idea
29830,ICE-HK,use
29831,ICE-HK,revenues
29832,ICE-HK,industries
29833,ICE-HK,clothing
29834,ICE-HK,consumer
29835,ICE-HK,electronics
29836,ICE-HK,footwear
29837,ICE-HK,textiles
29838,ICE-HK,toys
29839,ICE-HK,industries
29840,ICE-HK,plastics
29841,ICE-HK,industries
29842,ICE-HK,content
29843,ICE-HK,biotechnology
29844,ICE-HK,information
29845,ICE-HK,technology
29846,ICE-HK,products
29847,ICE-HK,world
29848,ICE-HK,market
29849,ICE-HK,growth
29850,ICE-HK,strategy
29851,ICE-HK,contribution
29852,ICE-HK,manufacturing
29853,ICE-HK,sector
29854,ICE-HK,economy
29855,ICE-HK,industries
29856,ICE-HK,market
29857,ICE-HK,exchange
29858,ICE-HK,earnings
29859,ICE-HK,portion
29860,ICE-HK,labour
29861,ICE-HK,force
29862,ICE-HK,wages
29863,ICE-HK,service
29864,ICE-HK,sector
29865,ICE-HK,utilisation
29866,ICE-HK,labour
29867,ICE-HK,resources
29868,ICE-HK,automation
29869,ICE-HK,linkages
29870,ICE-HK,manufacturing
29871,ICE-HK,service
29872,ICE-HK,sectors
29873,ICE-HK,alternative
29874,ICE-HK,retrenchment
29875,ICE-HK,strategy
29876,ICE-HK,industries
29877,ICE-HK,mergers
29878,ICE-HK,firms
29879,ICE-HK,expansions
29880,ICE-HK,River
29881,ICE-HK,Delta
29882,ICE-HK,area
29883,ICE-HK,industries
29884,ICE-HK,economy
29885,ICE-HK,way
29886,ICE-HK,capital
29887,ICE-HK,investment
29888,ICE-HK,manufacturing
29889,ICE-HK,sector
29890,ICE-HK,role
29891,ICE-HK,entrepot
29892,ICE-HK,provision
29893,ICE-HK,services
29894,ICE-HK,warehousing
29895,ICE-HK,servicing
29896,ICE-HK,alternative
29897,ICE-HK,point
29898,ICE-HK,time
29899,ICE-HK,recession
29900,ICE-HK,downturn
29901,ICE-HK,industries
29902,ICE-HK,service
29903,ICE-HK,industries
29904,ICE-HK,increase
29905,ICE-HK,interest
29906,ICE-HK,rates
29907,ICE-HK,establishment
29908,ICE-HK,enterprises
29909,ICE-HK,diffusion
29910,ICE-HK,changes
29911,ICE-HK,River
29912,ICE-HK,Delta
29913,ICE-HK,area
29914,ICE-HK,ease
29915,ICE-HK,alternative
29916,ICE-HK,approach
29917,ICE-HK,Group
29918,ICE-HK,matrix
29919,ICE-HK,problem
29920,ICE-HK,children
29921,ICE-HK,stars
29922,ICE-HK,cows
29923,ICE-HK,dogs
29924,ICE-HK,industries
29925,ICE-HK,treatments
29926,ICE-HK,light
29927,ICE-HK,strategies
29928,ICE-HK,strategy
29929,ICE-HK,competitors
29930,ICE-HK,sense
29931,ICE-HK,direction
29932,ICE-HK,Implementation
29933,ICE-HK,strategy
29934,ICE-HK,issues
29935,ICE-HK,advantage
29936,ICE-HK,growth
29937,ICE-HK,vector
29938,ICE-HK,flexibility
29939,ICE-HK,synergy
29940,ICE-HK,difficulties
29941,ICE-HK,programmes
29942,ICE-HK,Restrictions
29943,ICE-HK,growth
29944,ICE-HK,industries
29945,ICE-HK,diffusion
29946,ICE-HK,changes
29947,ICE-HK,River
29948,ICE-HK,Delta
29949,ICE-HK,area
29950,ICE-HK,Government
29951,ICE-HK,industries
29952,ICE-HK,product
29953,ICE-HK,life
29954,ICE-HK,cycle
29955,ICE-HK,rationalisation
29956,ICE-HK,export
29957,ICE-HK,subsidies
29958,ICE-HK,firms
29959,ICE-HK,export
29960,ICE-HK,markets
29961,ICE-HK,firms
29962,ICE-HK,export
29963,ICE-HK,markets
29964,ICE-HK,Government
29965,ICE-HK,firms
29966,ICE-HK,firms
29967,ICE-HK,areas
29968,ICE-HK,entry
29969,ICE-HK,barriers
29970,ICE-HK,firms
29971,ICE-HK,firms
29972,ICE-HK,phase
29973,ICE-HK,development
29974,ICE-HK,firms
29975,ICE-HK,employment
29976,ICE-HK,growth
29977,ICE-HK,firms
29978,ICE-HK,profitability
29979,ICE-HK,firms
29980,ICE-HK,projects
29981,ICE-HK,industries
29982,ICE-HK,type
29983,ICE-HK,support
29984,ICE-HK,Government
29985,ICE-HK,improvements
29986,ICE-HK,areas
29987,ICE-HK,market
29988,ICE-HK,information
29989,ICE-HK,commitment
29990,ICE-HK,efforts
29991,ICE-HK,personnel
29992,ICE-HK,practice
29993,ICE-HK,companies
29994,ICE-HK,professionals
29995,ICE-HK,business
29996,ICE-HK,intelligence
29997,ICE-HK,system
29998,ICE-HK,market
29999,ICE-HK,information
30000,ICE-HK,technology
30001,ICE-HK,knowledge
30002,ICE-HK,Government
30003,ICE-HK,commitment
30004,ICE-HK,strategy
30005,ICE-HK,authority
30006,ICE-HK,agencies
30007,ICE-HK,leadership
30008,ICE-HK,sector
30009,ICE-HK,success
30010,ICE-HK,strategy
30011,ICE-HK,will
30012,ICE-HK,hinge
30013,ICE-HK,sector
30014,ICE-HK,adjustments
30015,ICE-HK,hurdles
30016,ICE-HK,strategy
30017,ICE-HK,difficulty
30018,ICE-HK,time
30019,ICE-HK,side
30020,ICE-HK,Quality
30021,ICE-HK,Life
30022,ICE-HK,Introduction
30023,ICE-HK,Happiness
30024,ICE-HK,end
30025,ICE-HK,activities
30026,ICE-HK,lack
30027,ICE-HK,consensus
30028,ICE-HK,happiness
30029,ICE-HK,starting
30030,ICE-HK,point
30031,ICE-HK,happiness
30032,ICE-HK,well-being
30033,ICE-HK,satisfaction
30034,ICE-HK,needs
30035,ICE-HK,concern
30036,ICE-HK,individual
30037,ICE-HK,quality
30038,ICE-HK,life
30039,ICE-HK,countries
30040,ICE-HK,food
30041,ICE-HK,shelter
30042,ICE-HK,matters
30043,ICE-HK,needs
30044,ICE-HK,aspects
30045,ICE-HK,dictum
30046,ICE-HK,Individual
30047,ICE-HK,wellbeing
30048,ICE-HK,
30049,ICE-HK,quality
30050,ICE-HK,life
30051,ICE-HK,sense
30052,ICE-HK,wellbeing
30053,ICE-HK,policy-markers
30054,ICE-HK,
30055,ICE-HK,supply
30056,ICE-HK,Major
30057,ICE-HK,concept
30058,ICE-HK,quality
30059,ICE-HK,life
30060,ICE-HK,judgement
30061,ICE-HK,specification
30062,ICE-HK,life
30063,ICE-HK,concerns
30064,ICE-HK,aspirations
30065,ICE-HK,goals
30066,ICE-HK,step
30067,ICE-HK,definition
30068,ICE-HK,quality
30069,ICE-HK,life
30070,ICE-HK,range
30071,ICE-HK,human
30072,ICE-HK,matters
30073,ICE-HK,life
30074,ICE-HK,cultures
30075,ICE-HK,time
30076,ICE-HK,peoples
30077,ICE-HK,study
30078,ICE-HK,life
30079,ICE-HK,countries
30080,ICE-HK,existence
30081,ICE-HK,dimension
30082,ICE-HK,majority
30083,ICE-HK,people
30084,ICE-HK,hopes
30085,ICE-HK,fears
30086,ICE-HK,complex
30087,ICE-HK,well-being
30088,ICE-HK,standard
30089,ICE-HK,opportunity
30090,ICE-HK,children
30091,ICE-HK,advances
30092,ICE-HK,health
30093,ICE-HK,job
30094,ICE-HK,housing
30095,ICE-HK,home
30096,ICE-HK,life
30097,ICE-HK,facilities
30098,ICE-HK,Table
30099,ICE-HK,people
30100,ICE-HK,consensus
30101,ICE-HK,meaning
30102,ICE-HK,life
30103,ICE-HK,satisfaction
30104,ICE-HK,material
30105,ICE-HK,gratification
30106,ICE-HK,conception
30107,ICE-HK,happiness
30108,ICE-HK,health
30109,ICE-HK,bedrock
30110,ICE-HK,life
30111,ICE-HK,activities
30112,ICE-HK,value
30113,ICE-HK,Money
30114,ICE-HK,second
30115,ICE-HK,people
30116,ICE-HK,orientation
30117,ICE-HK,material
30118,ICE-HK,enjoyment
30119,ICE-HK,ingredient
30120,ICE-HK,happiness
30121,ICE-HK,emphasis
30122,ICE-HK,values
30123,ICE-HK,piety
30124,ICE-HK,peace
30125,ICE-HK,mind
30126,ICE-HK,influence
30127,ICE-HK,culture
30128,ICE-HK,centrality
30129,ICE-HK,family
30130,ICE-HK,societies
30131,ICE-HK,importance
30132,ICE-HK,love
30133,ICE-HK,marriage
30134,ICE-HK,significance
30135,ICE-HK,Findings
30136,ICE-HK,years
30137,ICE-HK,importance
30138,ICE-HK,health
30139,ICE-HK,love
30140,ICE-HK,marriage
30141,ICE-HK,significance
30142,ICE-HK,money
30143,ICE-HK,peace
30144,ICE-HK,mind
30145,ICE-HK,sources
30146,ICE-HK,happiness
30147,ICE-HK,people
30148,ICE-HK,hardwork
30149,ICE-HK,importance
30150,ICE-HK,career
30151,ICE-HK,life
30152,ICE-HK,People
30153,ICE-HK,charity
30154,ICE-HK,causes
30155,ICE-HK,services
30156,ICE-HK,wellbeing
30157,ICE-HK,Evaluation
30158,ICE-HK,Environment
30159,ICE-HK,Perception
30160,ICE-HK,Problems
30161,ICE-HK,nature
30162,ICE-HK,magnitude
30163,ICE-HK,problems
30164,ICE-HK,impact
30165,ICE-HK,people
30166,ICE-HK,wellbeing
30167,ICE-HK,indicators
30168,ICE-HK,surveys
30169,ICE-HK,respondents
30170,ICE-HK,degree
30171,ICE-HK,seriousness
30172,ICE-HK,categories
30173,ICE-HK,problems
30174,ICE-HK,problem
30175,ICE-HK,results
30176,ICE-HK,survey
30177,ICE-HK,Table
30178,ICE-HK,findings
30179,ICE-HK,consciousness
30180,ICE-HK,problems
30181,ICE-HK,problems
30182,ICE-HK,respondents
30183,ICE-HK,brain
30184,ICE-HK,drain
30185,ICE-HK,welfare
30186,ICE-HK,education
30187,ICE-HK,noncommittal
30188,ICE-HK,per
30189,ICE-HK,cent
30190,ICE-HK,respondents
30191,ICE-HK,society
30192,ICE-HK,refugees
30193,ICE-HK,gains
30194,ICE-HK,influx
30195,ICE-HK,refugees
30196,ICE-HK,resentment
30197,ICE-HK,survey
30198,ICE-HK,seriousness
30199,ICE-HK,problem
30200,ICE-HK,boat
30201,ICE-HK,people
30202,ICE-HK,top
30203,ICE-HK,respondents
30204,ICE-HK,problem
30205,ICE-HK,Police
30206,ICE-HK,Force
30207,ICE-HK,problem
30208,ICE-HK,year
30209,ICE-HK,progress
30210,ICE-HK,front
30211,ICE-HK,fuel
30212,ICE-HK,policy
30213,ICE-HK,factories
30214,ICE-HK,laws
30215,ICE-HK,water
30216,ICE-HK,pollution
30217,ICE-HK,areas
30218,ICE-HK,agreements
30219,ICE-HK,control
30220,ICE-HK,province
30221,ICE-HK,city
30222,ICE-HK,fuel
30223,ICE-HK,products
30224,ICE-HK,advances
30225,ICE-HK,
30226,ICE-HK,brain
30227,ICE-HK,drain
30228,ICE-HK,
30229,ICE-HK,people
30230,ICE-HK,problems
30231,ICE-HK,brain
30232,ICE-HK,drain
30233,ICE-HK,problems
30234,ICE-HK,awareness
30235,ICE-HK,decline
30236,ICE-HK,seriousness
30237,ICE-HK,problems
30238,ICE-HK,provision
30239,ICE-HK,services
30240,ICE-HK,problems
30241,ICE-HK,coming
30242,ICE-HK,years
30243,ICE-HK,ordering
30244,ICE-HK,seriousness
30245,ICE-HK,year
30246,ICE-HK,opinion
30247,ICE-HK,polls
30248,ICE-HK,City
30249,ICE-HK,Territories
30250,ICE-HK,Administration
30251,ICE-HK,CNTA
30252,ICE-HK,future
30253,ICE-HK,crime-related
30254,ICE-HK,problems
30255,ICE-HK,Satisfaction
30256,ICE-HK,Conditions
30257,ICE-HK,People
30258,ICE-HK,
30259,ICE-HK,housing
30260,ICE-HK,issues
30261,ICE-HK,situation
30262,ICE-HK,
30263,ICE-HK,
30264,ICE-HK,staff
30265,ICE-HK,remuneration
30266,ICE-HK,package
30267,ICE-HK,government
30268,ICE-HK,counterparts
30269,ICE-HK,participation
30270,ICE-HK,stakeholders
30271,ICE-HK,health
30272,ICE-HK,care
30273,ICE-HK,system
30274,ICE-HK,government
30275,ICE-HK,organizations
30276,ICE-HK,bodies
30277,ICE-HK,institutions
30278,ICE-HK,community
30279,ICE-HK,groups
30280,ICE-HK,membership
30281,ICE-HK,Hospital
30282,ICE-HK,Authority
30283,ICE-HK,committees
30284,ICE-HK,Incentives
30285,ICE-HK,management
30286,ICE-HK,devolution
30287,ICE-HK,independence
30288,ICE-HK,Hospital
30289,ICE-HK,Authority
30290,ICE-HK,level
30291,ICE-HK,decentralization
30292,ICE-HK,autonomy
30293,ICE-HK,hospital
30294,ICE-HK,level
30295,ICE-HK,solutions
30296,ICE-HK,problems
30297,ICE-HK,hospitals
30298,ICE-HK,groups
30299,ICE-HK,consultants
30300,ICE-HK,Hospital
30301,ICE-HK,Authority
30302,ICE-HK,framework
30303,ICE-HK,operating
30304,ICE-HK,system
30305,ICE-HK,opinion
30306,ICE-HK,position
30307,ICE-HK,problems
30308,ICE-HK,Members
30309,ICE-HK,public
30310,ICE-HK,things
30311,ICE-HK,establishment
30312,ICE-HK,Hospital
30313,ICE-HK,Authority
30314,ICE-HK,changes
30315,ICE-HK,improvements
30316,ICE-HK,government
30317,ICE-HK,possibility
30318,ICE-HK,set
30319,ICE-HK,problems
30320,ICE-HK,consequence
30321,ICE-HK,dismantling
30322,ICE-HK,structures
30323,ICE-HK,Strength
30324,ICE-HK,System
30325,ICE-HK,participation
30326,ICE-HK,integration
30327,ICE-HK,decentralization
30328,ICE-HK,autonomy
30329,ICE-HK,flexibility
30330,ICE-HK,attributes
30331,ICE-HK,system
30332,ICE-HK,performance
30333,ICE-HK,system
30334,ICE-HK,output
30335,ICE-HK,structures
30336,ICE-HK,processes
30337,ICE-HK,output
30338,ICE-HK,indicators
30339,ICE-HK,health
30340,ICE-HK,care
30341,ICE-HK,system
30342,ICE-HK,Life
30343,ICE-HK,expectancy
30344,ICE-HK,birth
30345,ICE-HK,countries
30346,ICE-HK,infant
30347,ICE-HK,mortality
30348,ICE-HK,rate
30349,ICE-HK,nations
30350,ICE-HK,standards
30351,ICE-HK,Table
30352,ICE-HK,amount
30353,ICE-HK,money
30354,ICE-HK,health
30355,ICE-HK,care
30356,ICE-HK,countries
30357,ICE-HK,Table
30358,ICE-HK,point
30359,ICE-HK,view
30360,ICE-HK,health
30361,ICE-HK,care
30362,ICE-HK,system
30363,ICE-HK,system
30364,ICE-HK,demands
30365,ICE-HK,outcries
30366,ICE-HK,staff
30367,ICE-HK,facilities
30368,ICE-HK,shortages
30369,ICE-HK,ratio
30370,ICE-HK,doctors
30371,ICE-HK,thousand
30372,ICE-HK,population
30373,ICE-HK,number
30374,ICE-HK,hospital
30375,ICE-HK,beds
30376,ICE-HK,thousand
30377,ICE-HK,population
30378,ICE-HK,decades
30379,ICE-HK,Table
30380,ICE-HK,review
30381,ICE-HK,health
30382,ICE-HK,care
30383,ICE-HK,systems
30384,ICE-HK,countries
30385,ICE-HK,economies
30386,ICE-HK,structure
30387,ICE-HK,financing
30388,ICE-HK,delivery
30389,ICE-HK,hospital
30390,ICE-HK,services
30391,ICE-HK,extent
30392,ICE-HK,cost-effectiveness
30393,ICE-HK,factors
30394,ICE-HK,salary
30395,ICE-HK,structure
30396,ICE-HK,doctors
30397,ICE-HK,hospitals
30398,ICE-HK,financing
30399,ICE-HK,delivery
30400,ICE-HK,services
30401,ICE-HK,government
30402,ICE-HK,nature
30403,ICE-HK,system
30404,ICE-HK,Salary
30405,ICE-HK,Hospital
30406,ICE-HK,Doctors
30407,ICE-HK,Doctors
30408,ICE-HK,sector
30409,ICE-HK,employees
30410,ICE-HK,per
30411,ICE-HK,cent
30412,ICE-HK,hospital
30413,ICE-HK,services
30414,ICE-HK,doctors
30415,ICE-HK,basis
30416,ICE-HK,over-utilization
30417,ICE-HK,Services
30418,ICE-HK,Government
30419,ICE-HK,community
30420,ICE-HK,finances
30421,ICE-HK,bulk
30422,ICE-HK,hospital
30423,ICE-HK,services
30424,ICE-HK,taxation
30425,ICE-HK,government
30426,ICE-HK,department
30427,ICE-HK,cooptation
30428,ICE-HK,citizens
30429,ICE-HK,interest
30430,ICE-HK,groups
30431,ICE-HK,management
30432,ICE-HK,process
30433,ICE-HK,hospitals
30434,ICE-HK,service
30435,ICE-HK,system
30436,ICE-HK,controls
30437,ICE-HK,Democracy
30438,ICE-HK,legislature
30439,ICE-HK,government
30440,ICE-HK,degree
30441,ICE-HK,pressures
30442,ICE-HK,governments
30443,ICE-HK,countries
30444,ICE-HK,health
30445,ICE-HK,spending
30446,ICE-HK,health
30447,ICE-HK,indicators
30448,ICE-HK,factors
30449,ICE-HK,health
30450,ICE-HK,care
30451,ICE-HK,system
30452,ICE-HK,culture
30453,ICE-HK,life
30454,ICE-HK,style
30455,ICE-HK,percentage
30456,ICE-HK,population
30457,ICE-HK,data
30458,ICE-HK,decades
30459,ICE-HK,arguments
30460,ICE-HK,Table
30461,ICE-HK,Infant
30462,ICE-HK,Mortality
30463,ICE-HK,Rate
30464,ICE-HK,Maternity
30465,ICE-HK,Mortality
30466,ICE-HK,Rate
30467,ICE-HK,health
30468,ICE-HK,indicators
30469,ICE-HK,effectiveness
30470,ICE-HK,health
30471,ICE-HK,care
30472,ICE-HK,system
30473,ICE-HK,time
30474,ICE-HK,context
30475,ICE-HK,population
30476,ICE-HK,evidence
30477,ICE-HK,health
30478,ICE-HK,care
30479,ICE-HK,system
30480,ICE-HK,factors
30481,ICE-HK,health
30482,ICE-HK,status
30483,ICE-HK,population
30484,ICE-HK,Cost
30485,ICE-HK,Escalation
30486,ICE-HK,Result
30487,ICE-HK,Corporatization
30488,ICE-HK,transfer
30489,ICE-HK,management
30490,ICE-HK,control
30491,ICE-HK,hospitals
30492,ICE-HK,government
30493,ICE-HK,department
30494,ICE-HK,organization
30495,ICE-HK,QUANGO
30496,ICE-HK,cost-escalation
30497,ICE-HK,number
30498,ICE-HK,reasons
30499,ICE-HK,paragraphs
30500,ICE-HK,Dismantling
30501,ICE-HK,Service
30502,ICE-HK,System
30503,ICE-HK,Controls
30504,ICE-HK,set
30505,ICE-HK,service
30506,ICE-HK,capital
30507,ICE-HK,personnel
30508,ICE-HK,expenditures
30509,ICE-HK,Hospital
30510,ICE-HK,Authority
30511,ICE-HK,Hospital
30512,ICE-HK,Authority
30513,ICE-HK,positions
30514,ICE-HK,packages
30515,ICE-HK,remuneration
30516,ICE-HK,service
30517,ICE-HK,government
30518,ICE-HK,capital
30519,ICE-HK,expenditure
30520,ICE-HK,control
30521,ICE-HK,procedures
30522,ICE-HK,proliferation
30523,ICE-HK,sector
30524,ICE-HK,technology
30525,ICE-HK,factor
30526,ICE-HK,health
30527,ICE-HK,care
30528,ICE-HK,cost-escalation
30529,ICE-HK,Diffusion
30530,ICE-HK,equipment
30531,ICE-HK,Hospital
30532,ICE-HK,Authority
30533,ICE-HK,purchasing
30534,ICE-HK,decisions
30535,ICE-HK,government
30536,ICE-HK,controls
30537,ICE-HK,control
30538,ICE-HK,systems
30539,ICE-HK,legislation
30540,ICE-HK,supply
30541,ICE-HK,equipment
30542,ICE-HK,facilities
30543,ICE-HK,fee
30544,ICE-HK,schedules
30545,ICE-HK,peer
30546,ICE-HK,mix
30547,ICE-HK,management
30548,ICE-HK,diagnosis
30549,ICE-HK,groups
30550,ICE-HK,development
30551,ICE-HK,systems
30552,ICE-HK,expertise
30553,ICE-HK,time
30554,ICE-HK,community
30555,ICE-HK,efficacy
30556,ICE-HK,systems
30557,ICE-HK,health
30558,ICE-HK,care
30559,ICE-HK,costs
30560,ICE-HK,establishment
30561,ICE-HK,Hospital
30562,ICE-HK,Authority
30563,ICE-HK,reality
30564,ICE-HK,dismantling
30565,ICE-HK,service
30566,ICE-HK,control
30567,ICE-HK,systems
30568,ICE-HK,systems
30569,ICE-HK,place
30570,ICE-HK,Participation
30571,ICE-HK,Citizens
30572,ICE-HK,Interest
30573,ICE-HK,Groups
30574,ICE-HK,Hospital
30575,ICE-HK,Authority
30576,ICE-HK,representatives
30577,ICE-HK,groups
30578,ICE-HK,community
30579,ICE-HK,leaders
30580,ICE-HK,businessmen
30581,ICE-HK,position
30582,ICE-HK,resources
30583,ICE-HK,Finance
30584,ICE-HK,Branch
30585,ICE-HK,Director
30586,ICE-HK,Hospital
30587,ICE-HK,Services
30588,ICE-HK,Hospital
30589,ICE-HK,Authority
30590,ICE-HK,members
30591,ICE-HK,members
30592,ICE-HK,Executive
30593,ICE-HK,Council
30594,ICE-HK,policy
30595,ICE-HK,decisions
30596,ICE-HK,expenditure
30597,ICE-HK,Others
30598,ICE-HK,access
30599,ICE-HK,governor
30600,ICE-HK,channels
30601,ICE-HK,Director
30602,ICE-HK,Hospital
30603,ICE-HK,Services
30604,ICE-HK,Secretary
30605,ICE-HK,Health
30606,ICE-HK,Welfare
30607,ICE-HK,Secretary
30608,ICE-HK,behalf
30609,ICE-HK,servant
30610,ICE-HK,rank
30611,ICE-HK,Secretary
30612,ICE-HK,allocations
30613,ICE-HK,Independence
30614,ICE-HK,government
30615,ICE-HK,department
30616,ICE-HK,revenue
30617,ICE-HK,Hospital
30618,ICE-HK,Services
30619,ICE-HK,Department
30620,ICE-HK,fees
30621,ICE-HK,sources
30622,ICE-HK,government
30623,ICE-HK,Treasury
30624,ICE-HK,incentive
30625,ICE-HK,department
30626,ICE-HK,charges
30627,ICE-HK,ways
30628,ICE-HK,revenue
30629,ICE-HK,department
30630,ICE-HK,limits
30631,ICE-HK,health
30632,ICE-HK,expenditure
30633,ICE-HK,percentage
30634,ICE-HK,expenditure
30635,ICE-HK,decades
30636,ICE-HK,corporation
30637,ICE-HK,Hospital
30638,ICE-HK,Authority
30639,ICE-HK,independence
30640,ICE-HK,income
30641,ICE-HK,event
30642,ICE-HK,funding
30643,ICE-HK,government
30644,ICE-HK,Hospital
30645,ICE-HK,Authority
30646,ICE-HK,charges
30647,ICE-HK,patients
30648,ICE-HK,money
30649,ICE-HK,means
30650,ICE-HK,need
30651,ICE-HK,spending
30652,ICE-HK,Hospital
30653,ICE-HK,Authority
30654,ICE-HK,Corporatization
30655,ICE-HK,Competition
30656,ICE-HK,evidence
30657,ICE-HK,privatization
30658,ICE-HK,corporatization
30659,ICE-HK,efficiency
30660,ICE-HK,cost
30661,ICE-HK,entity
30662,ICE-HK,pressures
30663,ICE-HK,indications
30664,ICE-HK,elements
30665,ICE-HK,competition
30666,ICE-HK,system
30667,ICE-HK,inclusion
30668,ICE-HK,hospitals
30669,ICE-HK,structure
30670,ICE-HK,reverse
30671,ICE-HK,Power
30672,ICE-HK,Play
30673,ICE-HK,Interest
30674,ICE-HK,Groups
30675,ICE-HK,devolution
30676,ICE-HK,opportunity
30677,ICE-HK,interest
30678,ICE-HK,groups
30679,ICE-HK,Unions
30680,ICE-HK,arrangements
30681,ICE-HK,terms
30682,ICE-HK,service
30683,ICE-HK,Hospital
30684,ICE-HK,Authority
30685,ICE-HK,government
30686,ICE-HK,opportunity
30687,ICE-HK,conditions
30688,ICE-HK,Staff
30689,ICE-HK,hospitals
30690,ICE-HK,million
30691,ICE-HK,worth
30692,ICE-HK,fringe
30693,ICE-HK,benefits
30694,ICE-HK,officials
30695,ICE-HK,positions
30696,ICE-HK,structure
30697,ICE-HK,creation
30698,ICE-HK,posts
30699,ICE-HK,remunerations
30700,ICE-HK,Factors
30701,ICE-HK,devolution
30702,ICE-HK,place
30703,ICE-HK,time
30704,ICE-HK,number
30705,ICE-HK,factors
30706,ICE-HK,situation
30707,ICE-HK,factor
30708,ICE-HK,rate
30709,ICE-HK,growth
30710,ICE-HK,decades
30711,ICE-HK,studies
30712,ICE-HK,income
30713,ICE-HK,elasticity
30714,ICE-HK,demand
30715,ICE-HK,health
30716,ICE-HK,services
30717,ICE-HK,demand
30718,ICE-HK,health
30719,ICE-HK,care
30720,ICE-HK,services
30721,ICE-HK,increase
30722,ICE-HK,consideration
30723,ICE-HK,move
30724,ICE-HK,government
30725,ICE-HK,elections
30726,ICE-HK,Council
30727,ICE-HK,part
30728,ICE-HK,time
30729,ICE-HK,politicians
30730,ICE-HK,re-election
30731,ICE-HK,public
30732,ICE-HK,pressure
30733,ICE-HK,government
30734,ICE-HK,services
30735,ICE-HK,factor
30736,ICE-HK,growth
30737,ICE-HK,population
30738,ICE-HK,draft
30739,ICE-HK,paper
30740,ICE-HK,Welfare
30741,ICE-HK,population
30742,ICE-HK,Studies
30743,ICE-HK,health
30744,ICE-HK,expenditures
30745,ICE-HK,times
30746,ICE-HK,spending
30747,ICE-HK,average
30748,ICE-HK,complexity
30749,ICE-HK,sophistication
30750,ICE-HK,costs
30751,ICE-HK,technology
30752,ICE-HK,procedures
30753,ICE-HK,scanners
30754,ICE-HK,CTs
30755,ICE-HK,resonance
30756,ICE-HK,imaging
30757,ICE-HK,MRIs
30758,ICE-HK,shock
30759,ICE-HK,wave
30760,ICE-HK,lithotripsy
30761,ICE-HK,ESWL
30762,ICE-HK,by-pass
30763,ICE-HK,surgery
30764,ICE-HK,organ
30765,ICE-HK,transplants
30766,ICE-HK,rate
30767,ICE-HK,world
30768,ICE-HK,impact
30769,ICE-HK,medicine
30770,ICE-HK,health
30771,ICE-HK,care
30772,ICE-HK,expenditures
30773,ICE-HK,factors
30774,ICE-HK,prognosis
30775,ICE-HK,Hospital
30776,ICE-HK,Authority
30777,ICE-HK,Health
30778,ICE-HK,Expenditures
30779,ICE-HK,Secretary
30780,ICE-HK,Health
30781,ICE-HK,Welfare
30782,ICE-HK,expenditure
30783,ICE-HK,setting
30784,ICE-HK,Hospital
30785,ICE-HK,Authority
30786,ICE-HK,"USD1,000"
30787,ICE-HK,million
30788,ICE-HK,expenses
30789,ICE-HK,establishment
30790,ICE-HK,headquarters
30791,ICE-HK,implementation
30792,ICE-HK,management
30793,ICE-HK,reforms
30794,ICE-HK,inclusion
30795,ICE-HK,staff
30796,ICE-HK,hospitals
30797,ICE-HK,Hospital
30798,ICE-HK,Authority
30799,ICE-HK,remuneration
30800,ICE-HK,package
30801,ICE-HK,expenditures
30802,ICE-HK,changes
30803,ICE-HK,salary
30804,ICE-HK,structure
30805,ICE-HK,Authority
30806,ICE-HK,expenses
30807,ICE-HK,improvement
30808,ICE-HK,services
30809,ICE-HK,patients
30810,ICE-HK,Implications
30811,ICE-HK,Increase
30812,ICE-HK,Health
30813,ICE-HK,Expenditure
30814,ICE-HK,increase
30815,ICE-HK,health
30816,ICE-HK,expenditure
30817,ICE-HK,number
30818,ICE-HK,implications
30819,ICE-HK,taxes
30820,ICE-HK,increase
30821,ICE-HK,resources
30822,ICE-HK,services
30823,ICE-HK,education
30824,ICE-HK,welfare
30825,ICE-HK,Hospital
30826,ICE-HK,Authority
30827,ICE-HK,cost-recovery
30828,ICE-HK,measures
30829,ICE-HK,fees
30830,ICE-HK,patients
30831,ICE-HK,possibility
30832,ICE-HK,government
30833,ICE-HK,financing
30834,ICE-HK,mechanisms
30835,ICE-HK,health
30836,ICE-HK,insurance
30837,ICE-HK,insurance
30838,ICE-HK,schemes
30839,ICE-HK,body
30840,ICE-HK,Time
